ID	TITLE	CREATOR	FORMAT	PUBLICATION DATES	CONTRIBUTORS	PUBLICATION	PHYSICAL DETAILS	ISBNS	OCLC	SERIES	ISSNS	PRECEDING TITLES	SUCCEEDING TITLES	CREDITS	CARTOGRAPHIC DATA	FINDING AIDS
4112	Citizens4Earth	American Public Television	Videos, Slides, Films		Films Media Group,American Public Television,	[Place of publication not identified] : American Public Television, [2017] New York, N.Y. : Distributed by Films Media Group, 2017. ©2017			on1004243058	Crowd & the cloud,						
4113	Forbidden fruits : the political economy of science, religion, and growth	Roland Bénabou, Davide Ticchi, Andrea Vindigni	Books		Ticchi, Davide, author,Vindigni, Andrea, author,National Bureau of Economic Research,	Cambridge, Mass. : National Bureau of Economic Research, 2015.			ocn907678650	Working paper series (National Bureau of Economic Research) ; no. 21105,						
4114	FCC reauthorization hearing before the Subcommittee on Communications of the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred Fifth Congress, second session, June 10, 1998		Books			Washington : U.S. G.P.O. : For sale by the U.S. G.P.O., Supt. of Doc., Congressional Sales Office, 1999 [i.e. 2000]				S. hrg ; 105-1042,						
4115	Fourth Nordic Symposium on Computer Simulations in Natural Science	Sandefjord, Norway, August 23-25, 1990 ; editors, A. Hansen, E.L. Hinrichson, P.A. Slotte	Books		Hansen, A,Hinrichsen, E. L. (Einar L.),Slotte, P. A. (Per Arne),	[Stockholm] : [Royal Swedish Academy of Sciences], [1991] ©1991		9789187308802, 9187308800	ocm24491457	Physica scripta (Stockholm, Sweden : 1982); v.T38,						
4116	Laboratory layouts for high-school sciences		Books		Monahan, A. C. (Arthur Coleman), 1877-,United States. Office of Education,United States. Bureau of Education,United States. Department of Education,United States. Department of Health, Education, and Welfare,United States. Department of the Interior,United States. Federal Security Agency,	Washington : U.S. GPO, 1927.				Education Office Bull. No. 1927/22,ProQuest U.S. Executive Branch Documents, 1910-1932 ; I16.3-24.22,						
4117	1983 tail-era data series. Volume 2, ISEE 3 magnetic field	prepared by D.H. Fairfield and J.L. Phillips	Books		Phillips, John Lynch, 1951-,World Data Center A for Rockets and Satellites,IGY World Data Center A: Rockets and Satellites,World Data Center for Satellite Information,	[Greenbelt, Md.?] : National Space Science Data Center, World Data Center A for Rockets and Satellites, National Aeronautics and Space Administration, Goddard Space Flight Center, [1990]			ocm27448746	NASA technical memorandum ; 105049,						
4118	Strategy is digital : how companies can use big data in the value chain	Carlos Cordon, Pau Garcia-Milà, Teresa Ferreiro Vilarino and Pablo Caballero	Books		Garcia-Milà, Pau, author,Vilarino, Teresa Ferreiro, author,Caballero, Pablo, author,	Switzerland : Springer, 2016.		9783319311326, 3319311328, 9783319311319	ocn951103089	Management for professionals,						
4119	Compiler techniques for managing data motion	John S. Pieper	Books			Pittsburgh, Pa. : School of Computer Science, Carnegie Mellon University, [1993] ©1993			ocm30616254	Research paper (Carnegie Mellon University. School of Computer Science) ; CMU-CS-93-217,						
4120	NUTIS : numerical and textual information system : version 1.0, a system's manual	David G. Taylor and Rodney H. Strand	Books		Strand, Rodney H,International Biological Programme. Eastern Deciduous Forest Biome,Oak Ridge National Laboratory,United States. Department of Energy,	Oak Ridge, Tenn. : Oak Ridge National Laboratory, 1975.			ocm36214377	EDFB-IBP ; 75-12,Environmental Sciences Division publication ; no. 761,						
4121	Early childhood longitudinal study, birth cohort (ECLS-B) : psychometric report for the 2-year data collection, methodology report	Carol Andreassen, Philip Fletcher	Books		Fletcher, Philip,National Center for Education Statistics,Institute of Education Sciences (U.S.),United States. Office of Educational Research and Improvement,United States. Department of Education,National Center for Educational Statistics,United States. Office of Educational Research and Improvement. Center for Education Statistics,United States. Office of Educational Research and Improvement. Center for Statistics,United States. Department of Health, Education, and Welfare. Education Division,	Washington, DC : U.S. Dept. of Education, National Center for Education Statistics, Institute of Education Sciences, 2007.			ocn175307561							
4122	Just plain data analysis : finding, presenting, and interpreting social science data	Gary M. Klass	Books			Second edition. Lanham, Md. : Rowman & Littlefield Publishers, [2012] ©2012		9781442215078, 1442215070, 9781442215085, 1442215089, 9781442215092, 1442215097	ocn775271662							
4123	Comparative approaches to using R and Python for statistical data analysis	Rui Sarmento, Vera Costa	Books		Costa, Vera, 1983-,	Hershey PA : Information Science Reference, [2017]		9781683180166, 168318016X, 9781522519898	ocn962304224	Advances in systems analysis, software engineering, and high performance computing (ASASEHPC) book series,						
4124	Achieving science with CubeSats : thinking inside the box	Committee on Achieving Science Goals with CubeSats, Space Studies Board, Division on Engineering and Physical Sciences, the National Acaademies of Sciences, Engineering, Medicine	Books			Washington, DC : the National Academies Press, [2016] ©2016.		9780309442640, 0309442648, 9780309442633, 030944263X	ocn960458112							
4125	SARA 313 data summary: Wisconsin's toxic release inventory		Journals, Magazines, Newspapers	1996-	Wisconsin. Bureau of Integrated Science Services,Wisconsin. Bureau of Science Services,Wisconsin. Department of Natural Resources,	Madison, Wis. : Wisconsin Department of Natural Resources, Division of Enforcement and Science, Bureau of Integrated Science Services, [1998-]			ocm39447565			SARA 313 data summary toxic release inventory,				
4126	Defense Science and Technology Strategy		Books			[Place of publication not identified] : [publisher not identified], 1995-1996.										
4127	Data on shallow ground-water quality in the New Cassel area, Long Island, New York, 1990-91, with geophysical logs of selected wells	by Richard A. Cartwright and Anthony Chu ; prepared in cooperation with the Nassau County Department of Health	Books		Chu, Anthony,Nassau County (N.Y.). Department of Health,Geological Survey (U.S.),Geographical and Geological Survey of the Rocky Mountain Region (U.S.),Geographical Surveys West of the 100th Meridian (U.S.),Geological and Geographical Survey of the Territories (U.S.),United States. Department of the Interior,	Coram, N.Y. : U.S. Dept. of the Interior, U.S. Geological Survey ; Denver, CO : Earth Science Information Center, Open-File Reports Section [distributor], 1996.			ocm36910616	U.S. Geological Survey open-file report ; 96-104,						
4128	Technical report	Department of Computer Science, Laboratory for Computer Science Research, Rutgers, the State University of New Jersey	Journals, Magazines, Newspapers		Rutgers University. Department of Computer Science,Rutgers University. Laboratory for Computer Science Research,Rutgers University,	New Brunswick, NJ : Department of Computer Science, Rutgers, the State University of New Jersey			ocn953620013							
4129	Intelligent data engineering and automated learning--IDEAL 2011 : 12th international conference, Norwich, UK, September 7-9, 2011 : proceedings	Hujun Yin, Wenjia Wang, Victor Rayward-Smith (eds.)	Books		Yin, Hujun, 1962-,Wang, Wenjia, PhD,Rayward-Smith, V. J,	Berlin ; New York : Springer, [2011] ©2011		9783642238789, 3642238785, 9783642238772	ocn756036354	Lecture notes in computer science ; 6936,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,						
4130	Graph theory : an algorithmic approach	Nicos Christofides	Books			New York : Academic Press, 1975.		9780121743505, 0121743500	ocm01926163	Computer science and applied mathematics,Computer science and scientific computing,						
4131	Oceanographic data report, Kitimat Arm, Porpoise Harbour, February 1977	by R. W. Macdonald, D. M. Macdonald and P. S. Munro	Books		MacDonald, D. M., author,Munro, P. S., author,Institute of Ocean Sciences, Patricia Bay,Canada. Department of Fisheries and Oceans,Canada. Environment Canada,	Sidney, B.C. : Institute of Ocean Sciences, Patricia Bay, 1978.			ocm06975933	Pacific marine science report ; 78-24,						
4132	The Status of social science research in Borneo	edited by G.N. Appell and Leigh R. Wright	Books		Wright, L. R. (Leigh R.), 1925-,	Ithaca, N.Y. : Southeast Asia Program, Dept. of Asian Studies, Cornell University, [1978] ©1978		0877271097, 9780877271093	ocm04210940	Data paper (Cornell University. Southeast Asia Program) ; no. 109,						
4133	Interconcept report : a new paradigm for solving the terminology problems of the social sciences	Fred W. Riggs	Books			Paris : Unesco ; [New York, N.Y.] : [distributed by Unipub], 1981.		9789231018565, 9231018566	ocm08044888	Reports and papers in the social sciences ; no. 47,						
4134	Optical information, data processing and storage, and laser communication technologies : International Conference on Lasers, Applications, and Technologies 2002 ; 22-27 June 2002, Moscow, Russia	Jean-Pierre Goedgebuer, N.N. Rozanov, S.K. Turitsyn, chairs ; Alexander S. Akhmanov, Vladislav Ya. Panchenko, editors ; organized by Russian Academy of Sciences, M.V. Lomonosov Moscow State University (Russia) ; in cooperation with and sponsored by European Physical Society [and others]	Books		Goedgebuer, Jean-Pierre,Rozanov, N. N. (Nikolaĭ Nikolaevich),Turit︠s︡yn, S. K. (Sergeĭ Konstantinovich),Akhmanov, Alexander S,Panchenko, Vladislav I︠A︡kovlevich,Rossiĭskai︠a︡ akademii︠a︡ nauk,Moskovskiĭ gosudarstvennyĭ universitet im. M.V. Lomonosova,European Physical Society,Society of Photo-optical Instrumentation Engineers,SPIE Digital Library,Society of Photographic Instrumentation Engineers,SPIE (Society),Pervyĭ moskovskiĭ gosudarstvennyĭ universitet,Vtoroĭ moskovskiĭ gosudarstvennyĭ universitet,Soviet Union. Gosudarstvennyĭ komitet po narodnomu obrazovanii︠u︡,Akademii︠a︡ nauk SSSR,Imperatorskai︠a︡ akademīi︠a︡ nauk (Russia),Rossiĭskai︠a︡ narodnai︠a︡ akademii︠a︡ nauk,	Bellingham, Wash. : SPIE, [2003] ©2003		0819450030, 9780819450036	ocm54080827	Proceedings of SPIE--the International Society for Optical Engineering ; v. 5135,						
4135	Statistical data for New Jersey public libraries : statewide reporting	by Ernest R. DeProspo, Philip M. Clark	Books		Clark, Philip M,Rutgers University. Bureau of Library and Information Science Research,Rutgers University. Bureau of Information Sciences Research,	New Brunswick, N.J. : Bureau of Library and Information Science Research, Graduate School of Library Service, Rutgers, the State University, [1976] ©1976			ocm03292605							
4136	"The interpretation of crustal dynamics data in terms of plate interactions and active tectonics of the ""Anatolian plate"" and surrounding regions in the Middle East : annual report to National Aeronautics and Space Administration (crustal dynamics) : period, 15 March 1986 - 14 March 1987"	principal investigator, M. Nafi Toksöz	Books		United States. National Aeronautics and Space Administration,United States. National Advisory Committee for Aeronautics,United States. National Aeronautics and Space Council,	Cambridge, MA : Earth Resources Laboratory, Dept. of Earth, Atmospheric and Planetary Sciences, Massachusetts Institute of Technology ; [Washington, D.C. :] : [National Aeronautics and Space Administration], [1987]			ocn369167986	NASA contractor report ; NASA CR-180501,						
4137	NOAA's National Environmental Satellite, Data, and Information Service : economic value for the nation	[compiler & editor, Allen M. Hittelman]	Books; Microforms		Hittelman, Allen M,United States. National Oceanic and Atmospheric Administration,United States. National Environmental Satellite, Data, and Information Service,United States. Environmental Data and Information Service,United States. National Earth Satellite Service,United States. Environmental Science Services Administration,United States. Department of Commerce,	Silver Spring, MD : U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration, National Environmental Satellite, Data, and Information Service, [2001]			ocm49393138							
