_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details,label
841,a5426,b527,"""Transactions on large-scale data- and knowledge-centered systems XVII : selected papers from DaWaK 2013""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Ladjel Bellatreche, Mukesh Mohania (eds.)""","""Heidelberg : Springer, [2015] ©2015""","""Books""",9783662463352,"""Lecture notes in computer science ; 8970,Transactions on large-scale data- and knowledge-centered systems ; 17,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XVII : selected papers from DaWaK 2013  ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R. | Bellatreche, Ladjel, | Mohania, Mukesh.""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783662463352,"""Lecture notes in computer science ; 8970. 1611-3349 Transactions on large-scale data- and knowledge-centered systems ; (NL-LeOCL)321419510 17.""","""1 online resource (xiii, 129 pages)""",1
853,a5640,b527,"""Transactions on large-scale data- and knowledge-centered systems XXXIII""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Reza Akbarinia, Esther Pacitti (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662556962,"""Lecture notes in computer science ; 10430,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XVII : selected papers from DaWaK 2013  ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R. | Bellatreche, Ladjel, | Mohania, Mukesh.""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783662463352,"""Lecture notes in computer science ; 8970. 1611-3349 Transactions on large-scale data- and knowledge-centered systems ; (NL-LeOCL)321419510 17.""","""1 online resource (xiii, 129 pages)""",0
854,a1638,b527,"""Transactions on large-scale data- and knowledge-centered systems XXIII : selected papers from FDSE 2014""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Tran Khanh Dang, Nam Thoai (Eds.)""","""Berlin : Springer, [2016] ©2016""","""Books""",9783662491751,"""Lecture notes in computer science ; 9480,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XVII : selected papers from DaWaK 2013  ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R. | Bellatreche, Ladjel, | Mohania, Mukesh.""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783662463352,"""Lecture notes in computer science ; 8970. 1611-3349 Transactions on large-scale data- and knowledge-centered systems ; (NL-LeOCL)321419510 17.""","""1 online resource (xiii, 129 pages)""",0
859,a996,b527,"""Transactions on large-scale data- and knowledge-centered systems XV : selected papers from ADBIS 2013 satellite events""","""Abdelkader Hameurlain ... [and more] (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783662457610,"""Lecture notes in computer science ; 8920,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XVII : selected papers from DaWaK 2013  ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R. | Bellatreche, Ladjel, | Mohania, Mukesh.""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783662463352,"""Lecture notes in computer science ; 8970. 1611-3349 Transactions on large-scale data- and knowledge-centered systems ; (NL-LeOCL)321419510 17.""","""1 online resource (xiii, 129 pages)""",0
861,a4253,b527,"""Transactions on large-scale data- and knowledge-centered systems XVI : selected papers from ACOMP 2013""","""Abdelkader Hameurlain [and 4 more] (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783662459478,"""Lecture notes in computer science ; 8960,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XVII : selected papers from DaWaK 2013  ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R. | Bellatreche, Ladjel, | Mohania, Mukesh.""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783662463352,"""Lecture notes in computer science ; 8970. 1611-3349 Transactions on large-scale data- and knowledge-centered systems ; (NL-LeOCL)321419510 17.""","""1 online resource (xiii, 129 pages)""",0
867,a5342,b797,"""Data management in grid and peer-to-peer systems : 4th international conference, Globe 2011, Toulouse, France, September 1-2, 2011 : proceedings""","""Abdelkader Hameurlain, A Min Tjoa (eds.)""","""Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642229473,"""Lecture notes in computer science ; 6864,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data Management in Cloud, Grid and P2P Systems : 6th International Conference, Globe 2013, Prague, Czech Republic, August 28-29, 2013 : proceedings  ""","""Hameurlain, Abdelkader, | Rahayu, Johanna Wenny, | Taniar, David,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642400537,"""Lecture notes in computer science ; 8059, 0302-9743""","""1 online resource (x, 125 pages)""",0
868,a5399,b797,"""Transactions on large-scale data- and knowledge-centered systems III : special issue on data and knowledge management in grid and P2P systems""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner (eds.)""","""Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642230745,"""Lecture notes in computer science ; 6790,Lecture notes in computer science. Journal subline,""","""nan""","""Data Management in Cloud, Grid and P2P Systems : 6th International Conference, Globe 2013, Prague, Czech Republic, August 28-29, 2013 : proceedings  ""","""Hameurlain, Abdelkader, | Rahayu, Johanna Wenny, | Taniar, David,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642400537,"""Lecture notes in computer science ; 8059, 0302-9743""","""1 online resource (x, 125 pages)""",0
869,a5426,b797,"""Transactions on large-scale data- and knowledge-centered systems XVII : selected papers from DaWaK 2013""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Ladjel Bellatreche, Mukesh Mohania (eds.)""","""Heidelberg : Springer, [2015] ©2015""","""Books""",9783662463352,"""Lecture notes in computer science ; 8970,Transactions on large-scale data- and knowledge-centered systems ; 17,""","""nan""","""Data Management in Cloud, Grid and P2P Systems : 6th International Conference, Globe 2013, Prague, Czech Republic, August 28-29, 2013 : proceedings  ""","""Hameurlain, Abdelkader, | Rahayu, Johanna Wenny, | Taniar, David,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642400537,"""Lecture notes in computer science ; 8059, 0302-9743""","""1 online resource (x, 125 pages)""",0
872,a996,b797,"""Transactions on large-scale data- and knowledge-centered systems XV : selected papers from ADBIS 2013 satellite events""","""Abdelkader Hameurlain ... [and more] (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783662457610,"""Lecture notes in computer science ; 8920,""","""nan""","""Data Management in Cloud, Grid and P2P Systems : 6th International Conference, Globe 2013, Prague, Czech Republic, August 28-29, 2013 : proceedings  ""","""Hameurlain, Abdelkader, | Rahayu, Johanna Wenny, | Taniar, David,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642400537,"""Lecture notes in computer science ; 8059, 0302-9743""","""1 online resource (x, 125 pages)""",0
875,a4253,b797,"""Transactions on large-scale data- and knowledge-centered systems XVI : selected papers from ACOMP 2013""","""Abdelkader Hameurlain [and 4 more] (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783662459478,"""Lecture notes in computer science ; 8960,""","""nan""","""Data Management in Cloud, Grid and P2P Systems : 6th International Conference, Globe 2013, Prague, Czech Republic, August 28-29, 2013 : proceedings  ""","""Hameurlain, Abdelkader, | Rahayu, Johanna Wenny, | Taniar, David,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642400537,"""Lecture notes in computer science ; 8059, 0302-9743""","""1 online resource (x, 125 pages)""",0
877,a2195,b797,"""Data management in cloud, grid and P2P systems : 7th International Conference, Globe 2014, Munich, Germany, September 2-3, 2014, proceedings""","""Abdelkader Hameurlain, Tran Khanh Dang, Franck Morvan (eds.)""","""Cham : Springer, 2014.""","""Books""",9783319100678,"""Lecture notes in computer science ; 8648,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data Management in Cloud, Grid and P2P Systems : 6th International Conference, Globe 2013, Prague, Czech Republic, August 28-29, 2013 : proceedings  ""","""Hameurlain, Abdelkader, | Rahayu, Johanna Wenny, | Taniar, David,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642400537,"""Lecture notes in computer science ; 8059, 0302-9743""","""1 online resource (x, 125 pages)""",0
878,a2372,b797,"""Data management in grid and peer-to-peer systems : third international conference, Globe 2010, Bilbao, Spain, September 1-2, 2010 : proceedings""","""Abdelkader Hameurlain, Franck Morvan, A Min Tjoa (eds.)""","""Berlin ; New York : Springer, [2010] ©2010""","""Books""",9783642151088,"""Lecture notes in computer science ; 6265,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data Management in Cloud, Grid and P2P Systems : 6th International Conference, Globe 2013, Prague, Czech Republic, August 28-29, 2013 : proceedings  ""","""Hameurlain, Abdelkader, | Rahayu, Johanna Wenny, | Taniar, David,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642400537,"""Lecture notes in computer science ; 8059, 0302-9743""","""1 online resource (x, 125 pages)""",0
880,a5257,b1674,"""Neural information processing : 24th International Conference, ICONIP 2017, Guangzhou, China, November 14-18, 2017, Proceedings. Part II""","""Derong Liu, Shengli Xie, Yuanqing Li, Dongbin Zhao, El-Sayed M. El-Alfy (eds.)""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319700960,"""Lecture notes in computer science ; 10635,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Advances in brain inspired cognitive systems : 6th International Conference, BICS 2013, Beijing, China, June 9-11, 2013 : proceedings  ""","""Liu, Derong, | Alippi, Cesare, | Zhao, Dongbin, | Hussain, A.""","""Berlin ; Springer, c2013.""","""Electronic books. | Conference papers and proceedings.""",9783642387869,"""Lecture notes in computer science ; 7888. 1611-3349 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xiv, 418 pages)""",0
884,a2468,b66,"""Analytics in a big data world : the essential guide to data science and its applications""","""Bart Baesens""","""Hoboken, New Jersey : John Wiley & Sons, Inc., [2014]""","""Books""",9781118892701,"""Wiley and SAS business series,""","""nan""","""Analytics in a big data world : the essential guide to data science and its applications  ""","""Baesens, Bart.""","""Hoboken, New Jersey""","""Electronic books.""",9781119204183,"""Wiley and SAS business series.""","""1 online resource.""",1
886,a5070,b66,"""Fraud analytics using descriptive, predictive, and social network techniques : a guide to data science for fraud detection""","""Bart Baesens, Veronique Van Vlasselaer, Wouter Verbeke""","""Hoboken, New Jersey : John Wiley & Sons, Inc., [2015]""","""Books""",9781119146827,"""Wiley and SAS business series,""","""nan""","""Analytics in a big data world : the essential guide to data science and its applications  ""","""Baesens, Bart.""","""Hoboken, New Jersey""","""Electronic books.""",9781119204183,"""Wiley and SAS business series.""","""1 online resource.""",0
887,a247,b66,"""Analytics in a big data world : the essential guide to data science and its applications""","""Bart Baesens""","""Hoboken, New Jersey : Wiley, [2014]""","""Books""",9781119204183,"""Wiley and SAS business series,""","""nan""","""Analytics in a big data world : the essential guide to data science and its applications  ""","""Baesens, Bart.""","""Hoboken, New Jersey""","""Electronic books.""",9781119204183,"""Wiley and SAS business series.""","""1 online resource.""",1
888,a2737,b66,"""Fraud analytics using descriptive, predictive, and social network techniques : guide to data science for fraud detection""","""Bart Baesens, Veronique Van Vlasselaer, Wouter Verbeke""","""Hoboken, New Jersey : John Wiley & Sons, 2015. ©2015""","""Books""",9781119146834,"""Wiley and SAS Business Series,""","""nan""","""Analytics in a big data world : the essential guide to data science and its applications  ""","""Baesens, Bart.""","""Hoboken, New Jersey""","""Electronic books.""",9781119204183,"""Wiley and SAS business series.""","""1 online resource.""",0
894,a2253,b2615,"""Advanced data mining and applications : second international conference, ADMA 2006, Xi'an, China, August 14-16, 2006 : proceedings""","""Xue Li, Osmar R. Zaïane, Zhanhuai Li (eds.)""","""Berlin ; New York : Springer, 2006.""","""Books""",9783540370253,"""Lecture notes in computer science ; 4093,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Current trends in scientific computing : ICM 2002 Beijing Satellite Conference on Scientific Computing, August 15-18, 2002, Xi'an Jiaotang University, Xi'an, China  ""","""Chen, Zhangxin, | Glowinski, R. | Li, Kaitai.""","""Providence, RI""","""Electronic books. | Conference proceedings.""",9780821879191,"""Contemporary mathematics (American Mathematical Society) ; 329.""","""1 online resource (ix, 372 pages)""",0
