,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details
852,852,a2587,b5583,"""Health information science : 5th International Conference, HIS 2016, Shanghai, China, November 5-7, 2016, Proceedings""","""Xiaoxia Yin, James Geller, Ye Li, Rui Zhou, Hua Wang, Yanchun Zhang (eds.)""","""Cham, Switzerland : Springer, 2016.""","""Books""",9783319483351,"""Lecture notes in computer science ; 10038,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Social Media Processing : 4th National Conference, SMP 2015, Guangzhou, China, November 16-17, 2015, proceedings  ""","""Zhang, Xichun | Sun, Maosong, | Wang, Zhenyu, | Huang, Xuanjing,""","""Singapore""","""Electronic books.""",9789811000805,"""Communications in computer and information science ; 568. 1865-0929""","""1 online resource (xiv, 242 pages)"""
853,853,a3482,b5583,"""Social computing : second International Conference of Young Computer Scientists, Engineers and Educators, ICYCSEE 2016, Harbin, China, August 20-22, 2016, Proceedings. Part I""","""Wanxiang Che, Qilong Han, Hongzhi Wang, Weipeng Jing, Shaoliang Peng, Junyu Lin, Guanglu Sun, Xianhua Song, Hongtao Song, Zeguang Lu (eds.)""","""Singapore : Springer, 2016.""","""Books""",9789811020537,"""Communications in computer and information science ; 623,""","""nan""","""Social Media Processing : 4th National Conference, SMP 2015, Guangzhou, China, November 16-17, 2015, proceedings  ""","""Zhang, Xichun | Sun, Maosong, | Wang, Zhenyu, | Huang, Xuanjing,""","""Singapore""","""Electronic books.""",9789811000805,"""Communications in computer and information science ; 568. 1865-0929""","""1 online resource (xiv, 242 pages)"""
858,858,a632,b5583,"""Social media processing : Third National Conference, SMP 2014, Beijing, China, November 1-2, 2014, proceedings""","""Heyan Huang, Ting Liu, Hua-Ping Zhang, Jie Tang (eds.)""","""Heidelberg : Springer, 2014.""","""Books""",9783662455586,"""Communications in computer and information science ; 489,""","""nan""","""Social Media Processing : 4th National Conference, SMP 2015, Guangzhou, China, November 16-17, 2015, proceedings  ""","""Zhang, Xichun | Sun, Maosong, | Wang, Zhenyu, | Huang, Xuanjing,""","""Singapore""","""Electronic books.""",9789811000805,"""Communications in computer and information science ; 568. 1865-0929""","""1 online resource (xiv, 242 pages)"""
859,859,a5097,b4121,"""Discovering causal structure : artificial intelligence, philosophy of science, and statistical modeling""","""Clark Glymour [and others] ; with a foreword by Herbert A. Simon""","""Orlando : Academic Press, 1987.""","""Books""",9780122869617,"""nan""","""nan""","""Discovering causal structure : artificial intelligence, philosophy of science, and statistical modeling  ""","""Glymour, Clark N.""","""Orlando""","""Electronic books.""",9780122869617,"""nan""","""1 online resource (xvii, 394 pages)"""
860,860,a796,b1900,"""Intelligent information and database systems : 8th Asian Conference, ACIIDS 2016, Da Nang, Vietnam, March 14-16, 2016, Proceedings. Part II""","""Ngoc Thanh Nguyen, Bogdan Trawiński, Hamido Fujita, Tzung-Pei Hong (eds.)""","""Cham : Springer, 2016.""","""Books""",9783662493908,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 9622,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Computational collective intelligence : technologies and applications : 4th International Conference, ICCCI 2012, Ho Chi Minh City, Vietnam, November 28-30, 2012 : proceedings....""","""Nguyen, Ngoc Thanh | Hoang, Kiem. | JÄdrzejowicz, Piotr.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642346309,"""Lecture notes in computer science ; 7653. 0302-9743 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xxv, 565 pages)"""
865,865,a3682,b4504,"""Concurrent programming : algorithms, principles, and foundations""","""Michel Raynal""","""Heidelberg ; New York : Springer-Verlag, [2013] ©2013""","""Books""",9783642320279,"""nan""","""nan""","""Concurrent programming : algorithms, principles, and foundations  ""","""Raynal, M. (Michel)""","""Heidelberg ; Springer-Verlag, Â©2013.""","""Electronic books.""",9783642320279,"""nan""","""1 online resource"""
866,866,a3439,b1370,"""Computational science and its applications-- ICCSA 2013 : 13th International Conference, Ho Chi Minh City, Vietnam, June 24-27, 2013, proceedings. Part III""","""Beniamino Murgante ... [and others] (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642396465,"""Lecture notes in computer science ; 7973,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Computational science and its applications-- ICCSA 2012 : 12th International Conference, Salvador de Bahia, Brazil, June 18-21, 2012, Proceedings. Part II  ""","""Murgante, Beniamino.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642310751,"""Lecture notes in computer science ; 7334. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource."""
867,867,a1672,b1370,"""Computational science and its applications-- ICCSA 2013 : 13th International Conference, Ho Chi Minh City, Vietnam, June 24-27, 2013, proceedings. Part IV""","""Beniamino Murgante ... [and others] (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642396496,"""Lecture notes in computer science ; 7974,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Computational science and its applications-- ICCSA 2012 : 12th International Conference, Salvador de Bahia, Brazil, June 18-21, 2012, Proceedings. Part II  ""","""Murgante, Beniamino.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642310751,"""Lecture notes in computer science ; 7334. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource."""
868,868,a2444,b1370,"""Computational science and its applications-- ICCSA 2013 : 13th International Conference, Ho Chi Minh City, Vietnam, June 24-27, 2013, proceedings. Part I""","""edited by Beniamino Murgante ... [and others] (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642396373,"""Lecture notes in computer science ; 7971,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Computational science and its applications-- ICCSA 2012 : 12th International Conference, Salvador de Bahia, Brazil, June 18-21, 2012, Proceedings. Part II  ""","""Murgante, Beniamino.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642310751,"""Lecture notes in computer science ; 7334. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource."""
869,869,a4310,b3088,"""Computing and combinatorics : 22nd International Conference, COCOON 2016, Ho Chi Minh City, Vietnam, August 2-4, 2016, Proceedings""","""Thang N. Dinh, My T. Thai (eds.)""","""Switzerland : Springer, 2016.""","""Books""",9783319426341,"""Lecture notes in computer science ; 9797,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Computing and combinatorics : 22nd International Conference, COCOON 2016, Ho Chi Minh City, Vietnam, August 2-4, 2016, Proceedings  ""","""Dinh, Thang N. | Thai, My T.,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319426341,"""Lecture notes in computer science ; 9797. 0302-9743 LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xiii, 634 pages)"""
872,872,a4234,b795,"""Improving measurement of productivity in higher education : Panel on Measuring Higher Education Productivity, Conceptual Framework and Data Needs""","""Teresa A. Sullivan, Christopher Mackie, William F. Massy, and Esha Sinha, editors""","""Washington, D.C. : The National Academies Press, c2012.""","""Books""",9780309257749,"""nan""","""nan""","""Improving measurement of productivity in higher education : Panel on Measuring Higher Education Productivity, Conceptual Framework and Data Needs  ""","""Sullivan, Teresa A.,""","""Washington, D.C.""","""nan""",9780309257749,"""nan""","""xv, 210 p. 23 cm."""
874,874,a487,b3404,"""Advances in Cryptology – CRYPTO 2017 37th Annual International Cryptology Conference, Santa Barbara, CA, USA, August 20–24, 2017, Proceedings, Part I""","""edited by Jonathan Katz, Hovav Shacham""","""Cham : Springer International Publishing : Imprint: Springer, 2017.""","""Books""",9783319636887,"""Lecture Notes in Computer Science, 10401,""","""nan""","""Advances in cryptology -- CRYPTO 2016 : 36th Annual International Cryptology Conference, Santa Barbara, CA, USA, August 14-18, 2016, Proceedings. Part II  ""","""Robshaw, Matthew, | Katz, Jonathan,""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783662530085,"""Lecture notes in computer science ; 9815. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiii, 703 pages)"""
875,875,a4938,b3064,"""Open data structures : an introduction""","""Pat Morin""","""Edmonton : AU Press, 2013- Minneapolis : Open Textbook Library ©2013-""","""Books""",9781927356395,"""Open paths to enriched learning ; 2,Open Textbook Library,""","""nan""","""Open data structures : an introduction  ""","""Morin, Pat""","""Edmonton""","""Electronic textbooks.""",9781927356395,"""Open paths to enriched learning ; 2.""","""1 online resource"""
876,876,a4417,b2523,"""Selected areas in cryptography : 8th Annual International Workshop, SAC 2001, Toronto, Ontario, Canada, August 16-17, 20001 : proceedings""","""Serge Vaudenay, Amr M. Youssef (eds.)""","""Berlin ; London : Springer, [2001] ©2001""","""Books""",9783540430667,"""Lecture notes in computer science. 2259,""","""nan""","""Selected areas in cryptography : 8th Annual International Workshop, SAC 2001, Toronto, Ontario, Canada, August 16-17, 2001 : Revised papers  ""","""Vaudenay, Serge. | Youssef, Amr M.""","""Berlin ; Springer, c2001.""","""Electronic books.""",9783540455370,"""Lecture notes in computer science ; 2259.""","""1 online resource (xi, 357 p.)"""
877,877,a489,b1469,"""Medical computer vision : large data in medical imaging : third international MICCAI workshop, MCV 2013, Nagoya, Japan, September 26, 2013, revised selected papers""","""Bjoern Menze, Georg Langs, Albert Montillo, Michael Kelm, Henning Müller, Zhuowen Tu (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783319055305,"""Lecture notes in computer science ; 8331,LNCS sublibrary. Image processing, computer vision, pattern recognition, and graphics,""","""nan""","""Machine learning and interpretation in neuroimaging : International Workshop, MLINI 2011, held at NIPS 2011, Sierra Nevada, Spain, December 16-17, 2011, Revised selected and...""","""Langs, Georg.""","""Berlin ; Springer, Â©2012.""","""Electronic books.""",9783642347139,"""Lecture notes in computer science ; 7263. Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource"""
878,878,a3299,b1469,"""Medical computer vision : algorithms for big data : International Workshop, MCV 2015, held in conjunction with MICCAI 2015, Munich, Germany, October 9, 2015, revised selected papers""","""Bjoern Menze, Georg Langs, Albert Montillo, Michael Kelm, Henning Müller, Shaoting Zhang, Weidong Cai, Dimitris Metaxas (eds.)""","""Switzerland : Springer, 2016.""","""Books""",9783319420165,"""Lecture notes in computer science ; 9601,LNCS sublibrary. Image processing, computer vision, pattern recognition, and graphics,""","""nan""","""Machine learning and interpretation in neuroimaging : International Workshop, MLINI 2011, held at NIPS 2011, Sierra Nevada, Spain, December 16-17, 2011, Revised selected and...""","""Langs, Georg.""","""Berlin ; Springer, Â©2012.""","""Electronic books.""",9783642347139,"""Lecture notes in computer science ; 7263. Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource"""
880,880,a3915,b556,"""Transactions on data hiding and multimedia security IV""","""Yun Q. Shi (ed.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642017575,"""Lecture notes in computer science ; 5510,""","""nan""","""Transactions on data hiding and multimedia security VI ""","""Shi, Yun Q.""","""Berlin ; Springer, Â©2011.""","""Electronic books.""",9783642245565,"""Lecture notes in computer science ; 6730.""","""1 online resource (xii, 108 pages)"""
881,881,a4141,b556,"""Transactions on data hiding and multimedia security II""","""Yun Q. Shi (ed.)""","""Berlin ; New York : Springer, [2007] ©2007""","""Books""",9783540730910,"""Lecture notes in computer science ; 4499,Lecture notes in computer science. Journal subline,""","""nan""","""Transactions on data hiding and multimedia security VI ""","""Shi, Yun Q.""","""Berlin ; Springer, Â©2011.""","""Electronic books.""",9783642245565,"""Lecture notes in computer science ; 6730.""","""1 online resource (xii, 108 pages)"""
882,882,a2000,b6563,"""Advances in computer and computational sciences : proceedings of ICCCCS 2016. Volume 1""","""Sanjiv K. Bhatia, Krishn K. Mishra, Shailesh Tiwari, Vivek Kumar Singh, editors""","""Singapore : Springer, 2017.""","""Books""",9789811037702,"""Advances in intelligent systems and computing ; v. 553,""","""nan""","""Advances in computer and computational sciences : proceedings of ICCCCS 2016. Volume 2  ""","""Bhatia, Sanjiv K., | Mishra, Krishn K., | Tiwari, Shailesh, | Singh, Vivek Kumar,""","""Singapore""","""Electronic books. | Conference papers and proceedings.""",9789811037733,"""Advances in intelligent systems and computing ; v. 554.""","""1 online resource."""
884,884,a426,b5939,"""Discrete geometry for computer imagery : 6th international workshop, DGCI '96, Lyon, France, November 13-15, 1996 : proceedings""","""Serge Miguet, Annick Montanvert, Stéphane Ubéda (eds.)""","""Berlin ; New York : Springer, [1996] ©1996""","""Books""",9783540620051,"""Lecture notes in computer science ; 1176,""","""nan""","""Discrete geometry for computer imagery : 6th International Workshop, DGCI'96 Lyon, France, November 13-15, 1996, Proceedings  ""","""Miguet, Serge. | Montanvert, Annick. | UbÃ©da, StÃ©phane.""","""Heidelberg""","""Electronic books.""",9783540495956,"""Lecture notes in computer science ; 1176. 0302-9743""","""1 online resource."""
