,_id,ltable_ID_x,rtable_ID_x,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details
534,8240,a1672,b1210,"""Computational science and its applications-- ICCSA 2013 : 13th International Conference, Ho Chi Minh City, Vietnam, June 24-27, 2013, proceedings. Part IV""","""Beniamino Murgante ... [and others] (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642396496,"""Lecture notes in computer science ; 7974,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Computational science and its applications-- ICCSA 2013 : 13th International Conference, Ho Chi Minh City, Vietnam, June 24-27, 2013, Proceedings. Part IV  ""","""Murgante, Beniamino, | Misra, Sanjay, | Carlini, Maurizio, | Torre, Carmelo, | Nguyen, Hong-Quang, | Taniar, David, | Apduhan, Bernady O., | Gervasi, Osvaldo,""","""Berlin ; Springer, c2013.""","""Electronic books. | Conference papers and proceedings.""",9783642396496,"""Lecture notes in computer science ; 7974. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xxxv, 679 pages)"""
535,8241,a2444,b1210,"""Computational science and its applications-- ICCSA 2013 : 13th International Conference, Ho Chi Minh City, Vietnam, June 24-27, 2013, proceedings. Part I""","""edited by Beniamino Murgante ... [and others] (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642396373,"""Lecture notes in computer science ; 7971,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Computational science and its applications-- ICCSA 2013 : 13th International Conference, Ho Chi Minh City, Vietnam, June 24-27, 2013, Proceedings. Part IV  ""","""Murgante, Beniamino, | Misra, Sanjay, | Carlini, Maurizio, | Torre, Carmelo, | Nguyen, Hong-Quang, | Taniar, David, | Apduhan, Bernady O., | Gervasi, Osvaldo,""","""Berlin ; Springer, c2013.""","""Electronic books. | Conference papers and proceedings.""",9783642396496,"""Lecture notes in computer science ; 7974. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xxxv, 679 pages)"""
536,8242,a3439,b1210,"""Computational science and its applications-- ICCSA 2013 : 13th International Conference, Ho Chi Minh City, Vietnam, June 24-27, 2013, proceedings. Part III""","""Beniamino Murgante ... [and others] (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642396465,"""Lecture notes in computer science ; 7973,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Computational science and its applications-- ICCSA 2013 : 13th International Conference, Ho Chi Minh City, Vietnam, June 24-27, 2013, Proceedings. Part IV  ""","""Murgante, Beniamino, | Misra, Sanjay, | Carlini, Maurizio, | Torre, Carmelo, | Nguyen, Hong-Quang, | Taniar, David, | Apduhan, Bernady O., | Gervasi, Osvaldo,""","""Berlin ; Springer, c2013.""","""Electronic books. | Conference papers and proceedings.""",9783642396496,"""Lecture notes in computer science ; 7974. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xxxv, 679 pages)"""
537,8244,a2599,b1213,"""Model and data engineering : third International Conference, MEDI 2013, Amantea, Italy, September 25-27, 2013, proceedings""","""Alfredo Cuzzocrea, Sofian Maabout (eds.)""","""Heidelberg : Springer, 2013.""","""Books""",9783642413667,"""Lecture notes in computer science ; 8216,LNCS sublibrary. Programming and software engineering,""","""nan""","""Model and data engineering : third International Conference, MEDI 2013, Amantea, Italy, September 25-27, 2013. Proceedings  ""","""Cuzzocrea, Alfredo, | Maabout, Sofian,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642413667,"""Lecture notes in computer science ; 8216. LNCS sublibrary. SL 2, Programming and software engineering.""","""1 online resource (xii, 291 pages)"""
538,8321,a5139,b1241,"""Model and data engineering : 2nd International Conference, MEDI 2012, Poitiers, France, October 3-5, 2012. Proceedings""","""Alberto Abelló, Ladjel Bellatreche, Boualem Benatallah (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642336096,"""Lecture notes in computer science ; 7602,LNCS sublibrary. Programming and software engineering,""","""nan""","""Model and data engineering : 2nd International Conference, MEDI 2012, Poitiers, France, October 3-5, 2012. Proceedings  ""","""AbellÃ³, Alberto. | Bellatreche, Ladjel, | Benatallah, Boualem.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642336096,"""Lecture notes in computer science ; 7602. LNCS sublibrary. SL 2, Programming and software engineering.""","""1 online resource."""
539,8331,a1485,b1244,"""Software and data technologies : 5th International Conference, ICSOFT 2010, Athens, Greece, July 22-24, 2010, revised selected papers""","""José Cordeiro, Maria Virvou, Boris Shishkov (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642295782,"""Communications in computer and information science ; 170,""","""nan""","""Software and data technologies : 5th International Conference, ICSOFT 2010, Athens, Greece, July 22-24, 2010. Revised selected papers  ""","""Cordeiro, JosÃ© | Virvou, Maria, | Shishkov, Boris,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642295782,"""Communications in computer and information science ; 170.""","""1 online resource (xii, 268 pages)"""
540,8441,a5238,b1273,"""Recent trends in computer networks and distributed systems security : International Conference, SNDS 2012, Trivandrum, India, October 11-12, 2012. Proceedings""","""edited by Sabu M. Thampi...[and others]""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642341359,"""Communications in computer and information science ; 335,""","""nan""","""Recent trends in computer networks and distributed systems security : International Conference, SNDS 2012, Trivandrum, India, October 11-12, 2012. Proceedings  ""","""Thampi, Sabu M.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642341359,"""Communications in computer and information science ; 335.""","""1 online resource."""
541,8483,a1672,b1282,"""Computational science and its applications-- ICCSA 2013 : 13th International Conference, Ho Chi Minh City, Vietnam, June 24-27, 2013, proceedings. Part IV""","""Beniamino Murgante ... [and others] (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642396496,"""Lecture notes in computer science ; 7974,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Computational Science and Its Applications-- ICCSA 2013 : 13th International Conference, Ho Chi Minh City, Vietnam, June 24-27, 2013, Proceedings. Part V  ""","""Murgante, Beniamino, | Misra, Sanjay, | Carlini, Maurizio, | Torre, Carmelo, | Nguyen, Hong-Quang, | Taniar, David, | Apduhan, Bernady O., | Gervasi, Osvaldo,""","""Berlin ; Springer, c2013.""","""Electronic books. | Conference papers and proceedings.""",9783642396403,"""Lecture notes in computer science ; 7975. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xxxv, 659 pages)"""
542,8484,a2444,b1282,"""Computational science and its applications-- ICCSA 2013 : 13th International Conference, Ho Chi Minh City, Vietnam, June 24-27, 2013, proceedings. Part I""","""edited by Beniamino Murgante ... [and others] (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642396373,"""Lecture notes in computer science ; 7971,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Computational Science and Its Applications-- ICCSA 2013 : 13th International Conference, Ho Chi Minh City, Vietnam, June 24-27, 2013, Proceedings. Part V  ""","""Murgante, Beniamino, | Misra, Sanjay, | Carlini, Maurizio, | Torre, Carmelo, | Nguyen, Hong-Quang, | Taniar, David, | Apduhan, Bernady O., | Gervasi, Osvaldo,""","""Berlin ; Springer, c2013.""","""Electronic books. | Conference papers and proceedings.""",9783642396403,"""Lecture notes in computer science ; 7975. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xxxv, 659 pages)"""
543,8485,a3439,b1282,"""Computational science and its applications-- ICCSA 2013 : 13th International Conference, Ho Chi Minh City, Vietnam, June 24-27, 2013, proceedings. Part III""","""Beniamino Murgante ... [and others] (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642396465,"""Lecture notes in computer science ; 7973,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Computational Science and Its Applications-- ICCSA 2013 : 13th International Conference, Ho Chi Minh City, Vietnam, June 24-27, 2013, Proceedings. Part V  ""","""Murgante, Beniamino, | Misra, Sanjay, | Carlini, Maurizio, | Torre, Carmelo, | Nguyen, Hong-Quang, | Taniar, David, | Apduhan, Bernady O., | Gervasi, Osvaldo,""","""Berlin ; Springer, c2013.""","""Electronic books. | Conference papers and proceedings.""",9783642396403,"""Lecture notes in computer science ; 7975. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xxxv, 659 pages)"""
544,8491,a5172,b1287,"""Evolutionary computation, machine learning and data mining in bioinformatics : 10th European Conference, EvoBIO 2012, Málaga, Spain, April 11-13, 2012. Proceedings""","""Mario Giacobini, Leonardo Vanneschi, William S. Bush (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642290664,"""Lecture notes in computer science ; 7246,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Evolutionary computation, machine learning and data mining in bioinformatics : 10th European Conference, EvoBIO 2012, MÃ¡laga, Spain, April 11-13, 2012. Proceedings  ""","""Giacobini, Mario. | Vanneschi, Leonardo. | Bush, William S.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642290664,"""Lecture notes in computer science ; 7246. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xiii, 253 pages)."""
545,8494,a2563,b1288,"""Handbook of research methods in developmental science""","""edited by Douglas M. Teti""","""1st ed. Malden, MA : Blackwell Pub., 2005.""","""Books""",9780470756676,"""Blackwell handbooks of research methods in psychology ; 4,""","""nan""","""Handbook of research methods in developmental science ""","""Teti, Douglas M.,""","""Malden, MA""","""Electronic books.""",9780470756676,"""Blackwell handbooks of research methods in psychology ; 4.""","""1 online resource (xiii, 565 p.)"""
546,8496,a3917,b1288,"""Handbook of research methods in developmental science""","""edited by Douglas M. Teti""","""First edition. Malden, MA : Blackwell Pub., 2005.""","""Books""",9780631222613,"""Blackwell handbooks of research methods in psychology ; 4,""","""nan""","""Handbook of research methods in developmental science ""","""Teti, Douglas M.,""","""Malden, MA""","""Electronic books.""",9780470756676,"""Blackwell handbooks of research methods in psychology ; 4.""","""1 online resource (xiii, 565 p.)"""
547,8529,a4196,b1300,"""Public key cryptography : 4th International Workshop on Practice and Theory in Public Key Cryptosystems, PKC 2001, Cheju Island, Korea, February 13-15, 2001 : proceedings""","""Kwangjo Kim (ed.)""","""Berlin ; New York : Springer, [2001] ©2001""","""Books""",9783540416586,"""Lecture notes in computer science. 1992,""","""nan""","""Public key cryptography : 4th International Workshop on Practice and Theory in Public Key Cryptosystems, PKC 2001, Cheju Island, Korea, February 13-15, 2001 : proceedings  ""","""Kim, Kwangjo.""","""Berlin ; Springer, 2001.""","""Electronic books. | Conference proceedings.""",9783540445869,"""Lecture notes in computer science ; 1992.""","""1 online resource (xi, 421 p.)"""
548,8626,a4546,b1355,"""Knowledge science, engineering and management : 5th International Conference, KSEM 2011, Irvine, CA, USA, December 12-14, 2011. Proceedings""","""Hui Xiong, W. B. Lee (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642259753,"""Lecture notes in computer science. Lecture notes in artificial intelligence,Lecture notes in computer science ; 7091,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Knowledge science, engineering and management : 5th International Conference, KSEM 2011, Irvine, CA, USA, December 12-14, 2011. Proceedings  ""","""Xiong, Hui. | Lee, W. B.""","""Berlin ; Springer, Â©2011.""","""Electronic books. | Conference papers and proceedings.""",9783642259753,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 7091. Lecture notes in computer science. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xiv, 474 pages)."""
549,8637,a3390,b1358,"""Advances in knowledge discovery and data mining : 17th Pacific-Asia Conference, PAKDD 2013, Gold Coast, Australia, April 14-17, 2013, proceedings. Part II""","""Jian Pei ... [and others] (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642374562,"""Lecture notes in computer science ; 7819,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Advances in knowledge discovery and data mining : 17th Pacific-Asia Conference, PAKDD 2013, Gold Coast, Australia, April 14-17, 2013, Proceedings. Part II  ""","""Pei, Jian""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642374562,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 7819. Lecture notes in computer science. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource."""
