,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details,jaccard
12770,12770,a5663,b2939,"""introduction to computational social science : principles and applications""","""claudio cioffi-revilla""","""london : springer, 2014.""","""books""",9781447156611,"""texts in computer science,undergraduate texts in computer science,""","""nan""","""introduction to computational social science : principles and applications""","""cioffi-revilla, claudio a., 1951-""","""cham, switzerland""","""electronic books.""",9783319501314,"""texts in computer science, 1868-0941""","""1 online resource (xxxvi, 607 pages)""",1.0
12774,12774,a887,b2963,"""exploring services science : first international conference, iess 2010, geneva, switzerland, february 17-19, 2010 : revised papers""","""jean-henry morin, jolita ralyté, mehdi snene (eds.)""","""berlin : springer, 2010.""","""books""",9783642143199,"""lecture notes in business information processing ; 53,""","""nan""","""exploring services science : second international conference, iess 2011, geneva, switzerland, february 16-18, 2011, revised selected papers""","""snene, mehdi. | ralytã©, jolita. | morin, jean-henry.""","""berlin ; springer, â©2011.""","""electronic books. | conference papers and proceedings.""",9783642215476,"""lecture notes in business information processing ; 82.""","""1 online resource (x, 236 pages)""",0.6
12775,12775,a3719,b2963,"""exploring services science : second international conference, iess 2011, geneva, switzerland, february 16-18, 2011, revised selected papers""","""mehdi snene, jolita ralyté, jean-henry morin (eds.)""","""berlin ; new york : springer, [2011] ©2011""","""books""",9783642215476,"""lecture notes in business information processing ; 82,""","""nan""","""exploring services science : second international conference, iess 2011, geneva, switzerland, february 16-18, 2011, revised selected papers""","""snene, mehdi. | ralytã©, jolita. | morin, jean-henry.""","""berlin ; springer, â©2011.""","""electronic books. | conference papers and proceedings.""",9783642215476,"""lecture notes in business information processing ; 82.""","""1 online resource (x, 236 pages)""",1.0
12784,12784,a90,b2967,"""graph-theoretic concepts in computer science : 43rd international workshop, wg 2017, eindhoven, the netherlands, june 21-23, 2017, revised selected papers""","""hans l. bodlaender, gerhard j. woeginger (eds.)""","""cham, switzerland : springer, 2017.""","""books""",9783319687056,"""lecture notes in computer science ; 10520,lecture notes in computer science. advanced research in computing and software science,lncs sublibrary. theoretical computer science and general issues,""","""nan""","""graph-theoretic concepts in computer science : 43rd international workshop, wg 2017, eindhoven, the netherlands, june 21-23, 2017, revised selected papers""","""bodlaender, h. l., | woeginger, gerhard,""","""cham, switzerland""","""electronic books.""",9783319687056,"""lecture notes in computer science ; 10520. 0302-9743 lecture notes in computer science. advanced research in computing and software science. lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (xiii, 440 pages)""",1.0
12789,12789,a576,b2968,"""graph-theoretic concepts in computer science : 27th international workshop, wg 2001, boltenhagen, germany, june 14-16, 2001 : proceedings""","""andreas brandstädt, van bang le (eds.)""","""berlin : springer, 2001.""","""books""",9783540427070,"""lecture notes in computer science. 2204,""","""nan""","""graph-theoretic concepts in computer science : 27th international workshop, wg 2001, boltenhagen, germany, june 14-16, 2001 ; proceedings""","""brandstã¤dt, andreas. | le, van bang.""","""berlin ; springer, 2001.""","""electronic books. | conference proceedings.""",9783540454779,"""lecture notes in computer science ; 2204. 0302-9743 lecture notes in computer science. lecture notes in artificial intelligence.""","""1 online resource (x, 327 p.)""",0.9444444444444444
12798,12798,a1813,b2976,"""spss 12.0 guide to data analysis""","""marija j. norušis""","""upper saddle river, n.j. : prentice hall, 2004.""","""books""",9780131478862,"""nan""","""nan""","""spss 16.0 guide to data analysis""","""noruå¡is, m. j. (marija j.), 1948-""","""upper saddlr river, nj.""","""nan""",9780136061366,"""nan""","""xviii, 653 p.""",0.7142857142857143
12801,12801,a2323,b2976,"""spss 10.0 guide to data analysis""","""marija j. norušis""","""upper saddle river, n.j. : prentice hall, 2000.""","""books""",9780130292049,"""nan""","""nan""","""spss 16.0 guide to data analysis""","""noruå¡is, m. j. (marija j.), 1948-""","""upper saddlr river, nj.""","""nan""",9780136061366,"""nan""","""xviii, 653 p.""",0.7142857142857143
12802,12802,a2810,b2976,"""the spss guide to data analysis""","""marija j. norušis""","""chicago, il : spss, [1986] ©1986""","""books""",9780918469243,"""nan""","""nan""","""spss 16.0 guide to data analysis""","""noruå¡is, m. j. (marija j.), 1948-""","""upper saddlr river, nj.""","""nan""",9780136061366,"""nan""","""xviii, 653 p.""",0.5
12805,12805,a3504,b2976,"""spss 11.0 guide to data analysis""","""marija j. norušis""","""upper saddle river, n.j. : prentice hall, 2002.""","""books""",9780130348302,"""nan""","""nan""","""spss 16.0 guide to data analysis""","""noruå¡is, m. j. (marija j.), 1948-""","""upper saddlr river, nj.""","""nan""",9780136061366,"""nan""","""xviii, 653 p.""",0.7142857142857143
12814,12814,a5370,b2976,"""spss 7.5 guide to data analysis""","""marija j. norušis""","""upper saddle river, n.j. : prentice hall, 1997.""","""books""",9780136568773,"""nan""","""nan""","""spss 16.0 guide to data analysis""","""noruå¡is, m. j. (marija j.), 1948-""","""upper saddlr river, nj.""","""nan""",9780136061366,"""nan""","""xviii, 653 p.""",0.7142857142857143
12821,12821,a3229,b2992,"""environmental data analysis with matlab""","""william menke, joshua menke""","""second edition. amsterdam : elsevier academic press, [2016].""","""books""",9780128045503,"""nan""","""nan""","""environmental data analysis with matlab""","""menke, william""","""london, uk ; san diego, ca""","""electronic books.""",9780128045503,"""nan""","""1 online resource""",1.0
12825,12825,a3229,b2994,"""environmental data analysis with matlab""","""william menke, joshua menke""","""second edition. amsterdam : elsevier academic press, [2016].""","""books""",9780128045503,"""nan""","""nan""","""environmental data analysis with matlab""","""menke, william""","""london, uk ; san diego, ca""","""electronic books.""",9780128045503,"""nan""","""1 online resource""",1.0
12827,12827,a5531,b3042,"""digital forensic science : issues, methods, and challenges""","""vassil roussev""","""[san rafael, california] : morgan & claypool, 2017. ©2017.""","""books""",9781627054652,"""synthesis digital library of engineering and computer science,synthesis lectures on information security, privacy and trust ; #19,""","""nan""","""digital forensic science : issues, methods, and challenges""","""roussev, vassil""","""[san rafael, california]""","""electronic books.""",9781627054652,"""synthesis lectures on information security, privacy and trust ; #19.""","""1 online resource (xiii, 141 pages)""",1.0
12838,12838,a930,b3046,"""advances in computer science, environment, ecoinformatics, and education. part v : international conference, csee 2011, wuhan, china, august 21-22, 2011, proceedings""","""song lin, xiong huang (eds.)""","""berlin ; new york : springer, [2011] ©2011""","""books""",9783642233579,"""communications in computer and information science ; 218,""","""nan""","""advances in computer science, environment, ecoinformatics, and education. part v : international conference, csee 2011, wuhan, china, august 21-22, 2011, proceedings""","""lin, song. | huang, xiong.""","""berlin ; springer, â©2011.""","""electronic books. | conference papers and proceedings.""",9783642233579,"""communications in computer and information science ; 218.""","""1 online resource (xvii, 624 pages).""",1.0
12839,12839,a1190,b3046,"""advances in computer science, environment, ecoinformatics, and education. part iii : international conference, csee 2011, wuhan, china, august 21-22, 2011, proceedings""","""song lin, xiong huang (eds.)""","""berlin ; new york : springer, [2011] ©2011""","""books""",9783642233456,"""communications in computer and information science ; 216,""","""nan""","""advances in computer science, environment, ecoinformatics, and education. part v : international conference, csee 2011, wuhan, china, august 21-22, 2011, proceedings""","""lin, song. | huang, xiong.""","""berlin ; springer, â©2011.""","""electronic books. | conference papers and proceedings.""",9783642233579,"""communications in computer and information science ; 218.""","""1 online resource (xvii, 624 pages).""",0.9047619047619048
12840,12840,a1510,b3046,"""advances in computer science, environment, ecoinformatics, and education. part ii : international conference, csee 2011, wuhan, china, august 21-22, 2011, proceedings""","""song lin, xiong huang (eds.)""","""berlin ; new york : springer, [2011] ©2011""","""books""",9783642233241,"""communications in computer and information science ; 215,""","""nan""","""advances in computer science, environment, ecoinformatics, and education. part v : international conference, csee 2011, wuhan, china, august 21-22, 2011, proceedings""","""lin, song. | huang, xiong.""","""berlin ; springer, â©2011.""","""electronic books. | conference papers and proceedings.""",9783642233579,"""communications in computer and information science ; 218.""","""1 online resource (xvii, 624 pages).""",0.9047619047619048
12842,12842,a2348,b3046,"""advances in computer science, environment, ecoinformatics, and education. part i : international conference, csee 2011, wuhan, china, august 21-22, 2011, proceedings""","""song lin, xiong huang (eds.)""","""berlin ; new york : springer, [2011] ©2011""","""books""",9783642233210,"""communications in computer and information science ; 214,""","""nan""","""advances in computer science, environment, ecoinformatics, and education. part v : international conference, csee 2011, wuhan, china, august 21-22, 2011, proceedings""","""lin, song. | huang, xiong.""","""berlin ; springer, â©2011.""","""electronic books. | conference papers and proceedings.""",9783642233579,"""communications in computer and information science ; 218.""","""1 online resource (xvii, 624 pages).""",0.9047619047619048
