,ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
3808,a3808,"""Algorithmic number theory : first international symposium, ANTS-I, Ithaca, NY, USA, May 6-9, 1994 : proceedings""","""Leonard M. Adleman, Ming-Deh Huang (eds.)""","""Berlin ; New York : Springer-Verlag, [1994] ©1994""","""Books""",9783540586913,"""Lecture notes in computer science ; 877,""","""nan"""
3809,a3809,"""The unnormalized relational data model : for office form processor design""","""H. Kitagawa, T.L. Kunii""","""Tokyo ; New York : Springer-Verlag, [1989] ©1989""","""Books""",9780387700496,"""Computer science workbench,""","""nan"""
3810,a3810,"""How to solve it by computer""","""by R.G. Dromey""","""Englewood Cliffs, N.J. : Prentice-Hall International, [1982] ©1982""","""Books""",9780134340012,"""Prentice-Hall international series in computer science,""","""nan"""
3811,a3811,"""Lessons for the Global Spatial Data Infrastructure : international case study analysis""","""Beth E. Lachman ... [and others]""","""Santa Monica, CA : RAND, 2002.""","""Books""",9780833031419,"""Documented briefing (Rand Corporation) ; DB-380-USGS,""","""nan"""
3812,a3812,"""Diagnostic techniques for IMS data bases""","""by Rex Hogan""","""Wellesley, Mass. : QED Information Sciences, [1986] ©1986""","""Books""",9780894351747,"""nan""","""nan"""
3813,a3813,"""Algorithms and data structures : 12th international symposium, WADS 2011, New York, NY, USA, August 15-17, 2011 : proceedings""","""Frank Dehne, John Iacono, Jörg-Rüdiger Sack (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642223006,"""Lecture notes in computer science ; 6844,LNCS sublibrary. Theoretical computer science and general issues,""","""nan"""
3814,a3814,"""Information quality : the potential of data and analytics to generate knowledge""","""Ron S. Kenett, Galit Shmueli""","""Chichester, West Sussex : Wiley, [2016] ©2017""","""Books""",9781118890622,"""nan""","""nan"""
3816,a3816,"""Efficiency and effectiveness of XML tools and techniques and data integration over the Web : VLDB 2002 workshop EEXTT and CAiSE 2002 workshop DIWeb : revised papers""","""Stéphane Bressan ...[and others] (eds)""","""Berlin ; New York : Springer, [2003] ©2003""","""Books""",9783540007364,"""Lecture notes in computer science ; 2590,""","""nan"""
3817,a3817,"""Your statistical consultant : answers to your data analysis questions""","""Rae R. Newton, Kjell Erik Rudestam""","""Second edition. Thousand Oaks, Calif. : SAGE, [2013] ©2013""","""Books""",9781412997591,"""nan""","""nan"""
3818,a3818,"""Communicating National Science Foundation Science and engineering information to data users : letter report""","""Panel on Communicating NSF Science and Engineering Information to Data Users, National Research Council""","""Washington, DC : National Academies Press, 2011.""","""Books""",9780309210034,"""nan""","""nan"""
3819,a3819,"""Web analytics 2.0 : the art of online accountability & science of customer centricity""","""Avinash Kaushik""","""Hoboken, N.J. : Wiley, 2010. ©2010""","""Books""",9780470596425,"""Serious skills,""","""nan"""
3820,a3820,"""Coordinated computing : tools and techniques for distributed software""","""Robert E. Filman, Daniel P. Friedman""","""New York : McGraw-Hill, [1984] ©1984""","""Books""",9780070224391,"""McGraw-Hill computer science series,McGraw-Hill series in computer science,""","""nan"""
3821,a3821,"""Figuring figures : an introduction to data analysis""","""Jon Mulberg""","""Harlow ; New York : Prentice Hall, 2002.""","""Books""",9780130184061,"""nan""","""nan"""
3822,a3822,"""Multi-dimensional searching and computational geometry""","""Kurt Mehlhorn""","""Berlin ; New York : Springer, 1984.""","""Books""",9780387136424,"""EATCS monographs on theoretical computer science,Data structures and algorithms ; 3,Monographs in theoretical computer science,Texts in theoretical computer science,""","""nan"""
3823,a3823,"""Trends and applications in knowledge discovery and data mining : PAKDD 2014 International Workshops: DANTH, BDM, MobiSocial, BigEC, CloudSD, MSMV-MBI, SDA, DMDA-Health, ALSIP, SocNet, DMBIH, BigPMA,Tainan, Taiwan, May 13-16, 2014, revised selected papers""","""Wen-Chih Peng, Haixun Wang, James Bailey, Vincent S. Tseng, Tu Bao Ho, Zhi-Hua Zhou, Arbee L.P. Chen (Eds.)""","""Cham : Springer, [2014] ©2014""","""Books""",9783319131863,"""Lecture notes in computer science ; 8643,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan"""
3824,a3824,"""Combinatorial Optimization and Applications 11th International Conference, COCOA 2017, Shanghai, China, December 16-18, 2017, Proceedings, Part II""","""edited by Xiaofeng Gao, Hongwei Du, Meng Han""","""Cham : Springer International Publishing : Imprint: Springer, 2017.""","""Books""",9783319711478,"""Lecture notes in computer science ; 10628,""","""nan"""
3827,a3827,"""Mathematica data visualization : create and prototype interactive data visualizations using Mathematica""","""Nazmus Saquib""","""Birmingham, [England] : Packt Publishing, 2014. ©2014""","""Books""",9781783283002,"""Community experience distilled,""","""nan"""
3828,a3828,"""Geo-informatics in resource management and sustainable ecosystem : International Symposium, GRMSE 2013, Wuhan, China, November 8-10, 2013, proceedings. Part II""","""Fuling Bian ... [and others] (eds.)""","""Berlin, Heidelberg : Springer Berlin Heidelberg : Imprint: Springer, 2013.""","""Books""",9783642419089,"""Communications in computer and information science ; 399,""","""nan"""
3829,a3829,"""Cloud data management""","""Liang zhao, Sherif Sakr, Anna Liu, Athman Bouguettaya ; foreworded by Albert Y. Zomaya""","""Cham ; New York : Springer, 2014.""","""Books""",9783319047645,"""nan""","""nan"""
3830,a3830,"""Trends in applied knowledge-based systems and data science : 29th International Conference on Industrial Engineering and Other Applications of Applied Intelligent Systems, IEA/AIE 2016, Morioka, Japan, August 2-4, 2016, Proceedings""","""Hamido Fujita, Moonis Ali, Ali Selamat, Jun Sasaki, Masaki Kurematsu (eds.)""","""Switzerland : Springer, 2016.""","""Books""",9783319420073,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 9799,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan"""
3831,a3831,"""Selected areas in cryptography : 5th annual International Workshop, SAC '98, Kingston, Ontario, Canada, August 17-18, 1998 : proceedings""","""Stafford Tavares, Henk Meijer (eds.)""","""Berlin ; New York : Springer, [1999] ©1999""","""Books""",9783540658948,"""Lecture notes in computer science. 1556,""","""nan"""
3832,a3832,"""Data entry without keypunching : improved preparation for social-data analysis""","""Martin D. Sorin""","""Lexington, Mass. : LexingtonBooks, [1982] ©1982""","""Books""",9780669028034,"""nan""","""nan"""
3833,a3833,"""Data structures & other objects using C++""","""Michael Main, Walter Savitch""","""Reading, Mass. : Addison Wesley, [1997] ©1997""","""Books""",9780805374704,"""nan""","""nan"""
3834,a3834,"""Graph-grammars and their application to computer science : 2nd international workshop, Haus Ohrbeck, Germany, October 4-8, 1982""","""under the auspices of the European Association for Theoretical Computer Science ; edited by Hartmut Ehrig, Manfred Nagl and Grzegorz Rozenberg""","""Berlin ; New York : Springer-Verlag, 1983.""","""Books""",9780387123103,"""Lecture notes in computer science ; 153,""","""nan"""
3835,a3835,"""Statistics on U.S. immigration : an assessment of data needs for future research""","""Barry Edmonston, editor ; Committee on National Statistics and Committee on Population, Commission on Behavioral and Social Sciences and Education, National Research Council""","""Washington, D.C. : National Academy Press, [1996] ©1996""","""Books""",9780309052757,"""nan""","""nan"""
3836,a3836,"""Methods of educational and social science research : the logic of methods""","""David R. Krathwohl""","""Third edition. Long Grove, Ill. : Waveland Press, 2009.""","""Books""",9781577665762,"""nan""","""nan"""
3837,a3837,"""Introduction to Pascal with applications in science and engineering""","""Susan Finger, Ellen Finger""","""Lexington, Mass. : D.C. Heath, [1986] ©1986""","""Books""",9780669086096,"""nan""","""nan"""
3838,a3838,"""Handbook of natural products data""","""Atta-ur-Rahman""","""Amsterdam ; New York : Elsevier ; New York, NY, U.S.A. : Distributors for the U.S. and Canada : Elsevier Science Pub. Co., 1990-""","""Books""",9780444881731,"""nan""","""nan"""
3839,a3839,"""Global security, safety and sustainability : tomorrow's challenges of cyber security : 10th International Conference, ICGS3 2015, London, UK, September 15-17, 2015, proceedings""","""Hamid Jahankhani, Alex Carlile, Babak Akhgar, Amie Taal, Ali G. Hessami, Amin Hosseinian-Far (eds.)""","""Cham : Springer, 2015.""","""Books""",9783319232768,"""Communications in computer and information science ; 534,""","""nan"""
3840,a3840,"""Analyzing qualitative data""","""edited by Alan Bryman and Robert Burgess""","""London ; New York : Routledge, 1994.""","""Books""",9781138138728,"""nan""","""nan"""
3841,a3841,"""Handbook of big data technologies""","""Albert Y. Zomaya, Sherif Sakr, editors""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319493404,"""nan""","""nan"""
3842,a3842,"""Secondary data analysis""","""Thomas P. Vartanian""","""New York : Oxford University Press, 2011.""","""Books""",9780195388817,"""Pocket guides to social work research methods,""","""nan"""
3843,a3843,"""Analysis of panel data""","""Cheng Hsiao""","""2nd ed. Cambridge ; New York : Cambridge University Press, 2003.""","""Books""",9781280162978,"""Econometric Society monographs ; 34,Econometric Society monographs in pure theory,""","""nan"""
3845,a3845,"""Astronauts and cosmonauts biographical and statistical data : report""","""prepared by the Congressional Research Service, Library of Congress, transmitted to the Committee on Science, Space, and Technology, U.S. House of Representatives, One Hundred Third Congress, second session""","""Revised Aug. 31, 1993. Washington : U.S. G.P.O. : For sale by the U.S. G.P.O. Supt. of Docs., Congressional Sales Office, 1994.""","""Books""",9780160439483,"""nan""","""nan"""
3846,a3846,"""SAS applications programming : a gentle introduction""","""Frank C. DiIorio""","""Boston : PWS-KENT Pub. Co., [1991] ©1991""","""Books""",9780534923907,"""Duxbury series in statistics and decision sciences,Duxbury series in business statistics and decision sciences,""","""nan"""
3847,a3847,"""Information systems for soil and related data : proceedings of the second Australian meeting of the ISSS Working Group on Soil Information Systems, Canberra, Australia, 19-21 February 1980""","""A.W. Moore, B.G. Cook and L.G. Lynch (eds.)""","""Wageningen, The Netherlands : Centre for Agricultural Publishing and Documentation, 1981.""","""Books""",9789022007631,"""nan""","""nan"""
3848,a3848,"""How to conduct behavioral research over the internet : a beginner's guide to HTML and CGI/Perl""","""R. Chris Fraley""","""New York : Guilford Press, [2004] ©2004""","""Books""",9781572309975,"""Methodology in the social sciences,""","""nan"""
3849,a3849,"""Handbook of low temperature electronic spectra of polycyclic aromatic hydrocarbons""","""L.A. Nakhimovsky, M. Lamotte, and J. Joussot-Dubien""","""Amsterdam ; New York : Elsevier, 1989.""","""Books""",9780444874047,"""Physical sciences data ; 40,""","""nan"""
3850,a3850,"""The mathematical sciences in 2025""","""Committee on the Mathematical Sciences in 2025, Board on Mathematical Sciences and Their Applications, Division on Engineering and Physical Sciences, National Research Council of the National Academies""","""Washington, District of Columbia : National Academies Press, [2013] ©2013""","""Books""",9780309284585,"""nan""","""nan"""
3851,a3851,"""DDC, Dewey decimal classification. 004-006 data processing and computer science and changes in related disciplines : revision of edition 19""","""prepared by Julianne Beall with the assistance of John P. Comaromi, Winton E. Matthews, Jr., Gregory R. New""","""Albany, N.Y. : Forest Press, 1985.""","""Books""",9780910608367,"""nan""","""nan"""
3852,a3852,"""Fusion of security system data to improve airport security""","""Committee on Assessment of Security Technologies for Transportation, National Materials Advisory Board, Division on Engineering and Physical Sciences, National Research Council of the National Academies""","""Washington, D.C. : National Academies Press, 2007.""","""Books""",9780309107488,"""nan""","""nan"""
3853,a3853,"""Bayesian data analysis""","""Andrew Gelman ... [and others]""","""Second edition. Boca Raton, Fla. : Chapman & Hall/CRC, [2004] ©2004""","""Books""",9781584883883,"""Texts in statistical science,""","""nan"""
3855,a3855,"""Data bases, computers, and the social sciences.""","""Edited by Ralph L. Bisco""","""New York : Wiley-Interscience, [1970]""","""Books""",9780471075509,"""Information sciences series,""","""nan"""
3856,a3856,"""Guide to Data Structures A Concise Introduction Using Java""","""by James T. Streib, Takako Soma""","""Cham : Springer International Publishing : Imprint: Springer, 2017.""","""Books""",9783319700854,"""Undergraduate topics in computer science,""","""nan"""
